text,label_id,label,display_name,source_type,text_length,word_count
Denial reason: Coverage was suspended when the claim line was rendered. (DOS 2023-04-03) action: route to denial prevention team. [case reference REF000204],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,156,22
Claim review note: The level of service is not supported by clinical information. (payer edit EDT-402) action: verify before resubmission. [review reference REF000112],6,medical_necessity,Medical Necessity,synthetic_rarc_style,167,23
Denial reason: Billing information could not be validated by payer. Route to the responsible RCM workqueue. (review batch B795) [audit reference REF000428],9,other,Other Administrative,synthetic_rarc_style,155,22
Incomplete/invalid report.,8,documentation,Documentation,official_rarc,26,2
Adjudication message: Required attachment was not included with the claim. Validate supporting information before appeal. (encounter ENC85712) action: verify before resubmission. [review reference REF000202],8,documentation,Documentation,synthetic_rarc_style,207,24
"Denial reason: The code billed is not payable with the submitted modifier. (encounter ENC83841) action: verify before resubmission. Medical necessity support may exist, but the claim needs final analyst review. [audit reference REF000309]",1,coding_error,Coding Error,synthetic_rarc_style,238,33
Remark: Treatment is not considered medically necessary for the reported condition. Please review before resubmission. [review reference REF000067],6,medical_necessity,Medical Necessity,synthetic_rarc_style,147,18
Claim review note: Documentation does not support the billed procedure details. Please review before resubmission. (review batch B907) status: analyst review recommended. [audit reference REF000130],8,documentation,Documentation,synthetic_rarc_style,198,25
Adjudication message: Insurer system returned a general processing denial. Validate supporting information before appeal. (encounter ENC22887) action: confirm payer rule. [audit reference REF000433],9,other,Other Administrative,synthetic_rarc_style,198,23
Payer response: Medical necessity review determined the claim line was not justified. Route to the responsible RCM workqueue. (payer edit EDT-684) [claim reference REF000114],6,medical_necessity,Medical Necessity,synthetic_rarc_style,174,24
Remark: Claim lacks documentation required by payer policy. Route to the responsible RCM workqueue. (review batch B687) [case reference REF000056],8,documentation,Documentation,synthetic_rarc_style,146,20
Remark: Documentation does not support medical necessity for the service. Please review before resubmission. (DOS 2023-02-20) action: confirm payer rule. [review reference REF000102],6,medical_necessity,Medical Necessity,synthetic_rarc_style,182,23
Submitted information does not meet coverage determination criteria. Please review before resubmission. (review batch B252) [case reference REF000091],6,medical_necessity,Medical Necessity,synthetic_rarc_style,150,18
Remark: Service is not covered under the member's benefit plan. Validate supporting information before appeal. (payer edit EDT-666) action: confirm payer rule. [review reference REF000250],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,188,25
Payer response: Procedure code is invalid for the submitted claim format. Validate supporting information before appeal. (claim line 2) [review reference REF000287],1,coding_error,Coding Error,synthetic_rarc_style,164,22
"Claim review note: Claim denied because the benefit category does not cover this service. Validate supporting information before appeal. Documentation may be available, but the record should be confirmed. [claim reference REF000246]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,232,32
"Denial reason: Encounter is bundled into another payable procedure. Validate supporting information before appeal. No duplicate was confirmed during intake, but adjudication notes still require review. [audit reference REF000175]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,229,29
Adjudication message: Benefits must be coordinated with the patient's primary carrier. Please review before resubmission. (review batch B278) action: confirm payer rule. [case reference REF000173],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,196,25
"COB records indicate another plan has payment responsibility. Correct and resubmit if appropriate. (claim line 4) workqueue: pre-bill review. Filing date appears within the normal workflow, but the payer response remains unresolved. [claim reference REF000148]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,260,35
Adjudication message: Provider enrollment or billing status requires review. Validate supporting information before appeal. (review batch B678) action: route to denial prevention team. [claim reference REF000090],9,other,Other Administrative,synthetic_rarc_style,212,26
Member not enrolled in Electronic Visit Verification System.,0,eligibility,Eligibility / Coverage,official_rarc,60,8
Add-on code cannot be billed by itself.,1,coding_error,Coding Error,official_rarc,39,7
"Adjudication message: Beneficiary coverage was inactive on the date of service. Route to the responsible RCM workqueue. (DOS 2023-12-07) Coverage appears active, but another payer rule may still apply. [audit reference REF000106]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,229,32
"Claim review note: Claim line requires corrected coding before processing. (encounter ENC55564) Eligibility was checked separately, but the line still needs review. [audit reference REF000185]",1,coding_error,Coding Error,synthetic_rarc_style,192,25
Claim review note: Additional documentation is needed before claim review can continue. Additional follow-up is required. (review batch B916) action: confirm payer rule. [prebill reference REF000131],8,documentation,Documentation,synthetic_rarc_style,199,26
Remark: Service is not covered under the patient's benefit plan. Route to the responsible RCM workqueue. (encounter ENC78582) action: route to denial prevention team. [review reference REF000327],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,195,27
"Medical records are required to support this clm; Correct and resubmit if appropriate; (DOS 2023-11-03) Authorization details may be present, but the claim still needs validation. [case reference REF000081]",8,documentation,Documentation,synthetic_rarc_style,206,29
"Adjudication message: Diagnosis code does not support the procedure code submitted. Correct and resubmit if appropriate. (payer edit EDT-579) The service may be covered, but another denial condition should be reviewed. [review reference REF000131]",1,coding_error,Coding Error,synthetic_rarc_style,247,34
"Claim review note: Claim lacks documentation required by payer policy. action: route to denial prevention team. Coverage appears active, but another payer rule may still apply. [claim reference REF000688]",8,documentation,Documentation,synthetic_rarc_style,204,29
"Payer response: Service is bundled into another payable procedure. Please review before resubmission. (claim ID CLM000433) action: confirm payer rule. Documentation may be available, but the record should be confirmed. [case reference REF000433]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,245,33
"This decision was based on a Local Coverage Determination (LCD). An LCD provides a guide to assist in determining whether a particular item or service is covered. A copy of this policy is available at www.cms.gov/mcd, or if you do not have web access, you may contact the contractor to request a copy of the LCD.",6,medical_necessity,Medical Necessity,official_rarc,312,56
Payer response: Additional documentation is needed before claim review can continue. Validate supporting information before appeal. (payer edit EDT-109) [claim reference REF000344],8,documentation,Documentation,synthetic_rarc_style,180,22
Claim review note: Provider enrollment or billing status requires review. Validate supporting information before appeal. (encounter ENC59511) action: confirm payer rule. [claim reference REF000500],9,other,Other Administrative,synthetic_rarc_style,197,24
Remark: Medicare secondary payer information is required. Route to the responsible RCM workqueue. (payer edit EDT-296) action: attach support if available. [prebill reference REF000141],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,185,24
Adjudication message: Modifier is missing or inconsistent with the billed service. Please review before resubmission. action: confirm payer rule. [review reference REF000136],1,coding_error,Coding Error,synthetic_rarc_style,174,22
Adjudication message: Diagnosis and documentation do not justify the svc. Validate supporting information before appeal. [review reference REF000273],6,medical_necessity,Medical Necessity,synthetic_rarc_style,149,18
"Denial reason: Unclassified denial reason requires analyst review; (review batch B143) The service may be covered, but another denial condition should be reviewed. [prebill reference REF000292]",9,other,Other Administrative,synthetic_rarc_style,193,26
Claim review note: Payer order could not be determined from submitted information. Route to the responsible RCM workqueue. (review batch B155) action: confirm payer rule. [claim reference REF000199],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,198,28
Patient ineligible for this encounter.,0,eligibility,Eligibility / Coverage,official_rarc,38,5
"Adjudication message: Clinical criteria were not met for the billed procedure. Route to the responsible RCM workqueue. Eligibility was checked separately, but the line still needs review. [prebill reference REF000241]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,217,30
"Payer response: The level of claim line is not supported by clinical information. Additional follow-up is required. action: route to denial prevention team. Filing date appears within the normal workflow, but the payer response remains unresolved. [audit reference REF000190]",6,medical_necessity,Medical Necessity,synthetic_rarc_style,275,39
Service is not covered when patient is under age 50.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,52,10
Denial reason: Plan records show the member was not eligible for benefits. Please review before resubmission. (payer edit EDT-709) status: analyst review recommended. [prebill reference REF000141],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,196,26
Claim review note: The claim line matches a prior paid or pending line. workqueue: pre-bill review. [review reference REF000241],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,128,19
"Health plan records show this treatment was already adjudicated; Additional follow-up is required; Coverage appears active, but another payer rule may still apply. [audit reference REF000259]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,191,26
Denial reason: Repeat billing detected for the same procedure; Additional follow-up is required; [audit reference REF000035],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,124,16
CLAIM REVIEW NOTE: CLAIM CONTAINS INCONSISTENT ADMINISTRATIVE INFORMATION. ADDITIONAL FOLLOW-UP IS REQUIRED. [review reference REF000055],9,other,Other Administrative,synthetic_rarc_style,137,15
"Records indicate this patient was a prisoner or in custody of a Federal, State, or local authority when the procedure was rendered. This payer does not cover items and services furnished to an individual while he or she is in custody under a penal statute or rule, unless under State or local law, the individual is personally liable for the cost of his or her health care while in custody and the State or local government pursues the collection of such debt in the same way and with the same vigor as the collection of its other debts. The provider can collect from the Federal/State/ Local Authority as appropriate.",0,eligibility,Eligibility / Coverage,official_rarc,618,109
Missing/incomplete/invalid HCPCS.,1,coding_error,Coding Error,official_rarc,33,2
"Submitted documentation is incomplete for the billed service. Please review before resubmission. (claim ID CLM000413) action: attach support if available. Other insurance information may be current, but payer sequencing should be checked. [review reference REF000413]",8,documentation,Documentation,synthetic_rarc_style,267,35
"Denial reason: The service is not a payable benefit for this member. Correct and resubmit if appropriate. (DOS 2023-03-12) The service may be covered, but another denial condition should be reviewed. [prebill reference REF000137]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,229,34
Claim review note: Pre-certification was not obtained before treatment. Correct and resubmit if appropriate. action: route to denial prevention team. [case reference REF000065],2,authorization,Authorization / Referral,synthetic_rarc_style,176,23
Denial reason: Coverage policy excludes the billed procedure. Additional follow-up is required. (claim line 7) status: analyst review recommended. [review reference REF000046],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,175,22
"CLAIM REVIEW NOTE: PROCEDURE AND DIAGNOSIS CODING ARE INCONSISTENT. VALIDATE SUPPORTING INFORMATION BEFORE APPEAL. (payer edit EDT-844) Coverage appears active, but another payer rule may still apply. [claim reference REF000146]",1,coding_error,Coding Error,synthetic_rarc_style,228,30
Claim must be submitted by the provider who rendered the claim line.,7,coordination_of_benefits,Coordination of Benefits,official_rarc,68,12
"Remark: Procedure is excluded by payer coverage policy. (payer edit EDT-746) workqueue: pre-bill review. Filing date appears within the normal workflow, but the payer response remains unresolved. [case reference REF000007]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,222,30
"Payer response: Payer system returned a general processing denial. Please review before resubmission. Documentation may be available, but the record should be confirmed. [audit reference REF000484]",9,other,Other Administrative,synthetic_rarc_style,197,26
"ADJUDICATION MESSAGE: PATIENT COVERAGE WAS INACTIVE ON THE DATE OF ENCOUNTER. CORRECT AND RESUBMIT IF APPROPRIATE. (payer edit EDT-946) action: route to denial prevention team. Coverage appears active, but another payer rule may still apply. [review reference REF000082]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,270,38
"denial reason: the code billed is not payable with the submitted modifier. (payer edit EDT-832) Authorization details may be present, but the claim still needs validation. [review reference REF000148]",1,coding_error,Coding Error,synthetic_rarc_style,200,29
"Adjudication message: The service date falls outside the subscriber's coverage period. Please review before resubmission. (claim line 6) The service may be covered, but another denial condition should be reviewed. [claim reference REF000188]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,241,33
Denial reason: Documentation does not support medical necessity for the service. Additional follow-up is required. (encounter ENC47892) [audit reference REF000166],6,medical_necessity,Medical Necessity,synthetic_rarc_style,163,20
Denial reason: The code billed is not payable with the submitted modifier. Correct and resubmit if appropriate. [claim reference REF000322],1,coding_error,Coding Error,synthetic_rarc_style,139,20
DENIAL REASON: COB RECORDS INDICATE ANOTHER PLAN HAS PAYMENT RESPONSIBILITY. PLEASE REVIEW BEFORE RESUBMISSION. (payer edit EDT-798) [claim reference REF000370],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,160,20
Claim review note: Submitted documentation is incomplete for the billed service; Please review before resubmission; (payer edit EDT-343) [prebill reference REF000454],8,documentation,Documentation,synthetic_rarc_style,166,21
Missing/incomplete/invalid narrative explaining/describing this encounter/treatment.,8,documentation,Documentation,official_rarc,84,5
remark: benefit limitations do not allow payment for this claim line. route to the responsible rcm workqueue. (claim ID CLM000087) action: confirm payer rule. [audit reference REF000087],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,186,27
"payer response: secondary payer cannot process without primary payer adjudication. correct and resubmit if appropriate. (encounter ENC78116) Filing date appears within the normal workflow, but the payer response remains unresolved. [claim reference REF000410]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,259,33
Claim review note: Procedure and dx coding are inconsistent. Correct and resubmit if appropriate. (claim ID CLM000121) action: attach support if available. [case reference REF000121],1,coding_error,Coding Error,synthetic_rarc_style,182,25
Payer response: Additional documentation is needed before claim review can continue. Validate supporting information before appeal. action: route to denial prevention team. [review reference REF000542],8,documentation,Documentation,synthetic_rarc_style,201,25
Denial reason: Member eligibility could not be verified for this clm; Please review before resubmission; (claim ID CLM000233) action: verify before resubmission. [claim reference REF000233],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,189,25
Incomplete/invalid summary.,8,documentation,Documentation,official_rarc,27,2
Remark: Payer order could not be determined from submitted information. (claim line 2) [prebill reference REF000129],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,116,16
"payer response: administrative issue prevented claim adjudication; correct and resubmit if appropriate; (DOS 2023-11-01) Documentation may be available, but the record should be confirmed. [audit reference REF000340]",9,other,Other Administrative,synthetic_rarc_style,216,27
Remark: Operative note or clinical report is missing. Additional follow-up is required. (encounter ENC16289) workqueue: pre-bill review. [case reference REF000098],8,documentation,Documentation,synthetic_rarc_style,163,20
"Submission did not meet carrier processing requirements. Please review before resubmission. action: confirm payer rule. Eligibility was checked separately, but the line still needs review. [case reference REF000164]",9,other,Other Administrative,synthetic_rarc_style,215,28
"Remark: Proof of timely filing is required for review. Coverage appears active, but another payer rule may still apply. [case reference REF000175]",5,timely_filing,Timely Filing,synthetic_rarc_style,146,22
"Adjudication message: Modifier is missing or inconsistent with the billed procedure. (encounter ENC72019) Coding was reviewed, but payer edits may still require follow-up. [prebill reference REF000391]",1,coding_error,Coding Error,synthetic_rarc_style,201,26
"Adjudication message: The submitted treatment duplicates another claim in payer records. Validate supporting information before appeal. action: attach support if available. Authorization details may be present, but the claim still needs validation. [audit reference REF000301]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,276,35
Denial reason: Procedure code is invalid for the submitted claim format. Route to the responsible RCM workqueue. (encounter ENC79152) [prebill reference REF000180],1,coding_error,Coding Error,synthetic_rarc_style,163,22
Adjudication message: The HCPCS code requires a more specific billing modifier; Please review before resubmission; action: route to denial prevention team. [audit reference REF000306],1,coding_error,Coding Error,synthetic_rarc_style,183,24
Denial reason: Procedure code is invalid for the submitted claim format. Additional follow-up is required. [prebill reference REF000413],1,coding_error,Coding Error,synthetic_rarc_style,136,18
Adjudication message: Billing information could not be validated by payer; Please review before resubmission; (encounter ENC15292) [prebill reference REF000303],9,other,Other Administrative,synthetic_rarc_style,160,19
Remark: The approved authorization does not match the billed procedure. Correct and resubmit if appropriate. (payer edit EDT-515) [case reference REF000102],2,authorization,Authorization / Referral,synthetic_rarc_style,156,21
Adjudication message: Payer records show this service was already adjudicated. Validate supporting information before appeal. [review reference REF000270],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,154,18
"Adjudication message: clm line requires corrected coding before processing. Please review before resubmission. action: confirm payer rule. Coding was reviewed, but payer edits may still require follow-up. [review reference REF000134]",1,coding_error,Coding Error,synthetic_rarc_style,233,30
"Records indicate this patient was a prisoner or in custody of a Federal, State, or local authority when the service was rendered. This insurer does not cover items and services furnished to an individual while he or she is in custody under a penal statute or rule, unless under State or local law, the individual is personally liable for the cost of his or her health care while in custody and the State or local government pursues the collection of such debt in the same way and with the same vigor as the collection of its other debts. The provider can collect from the Federal/State/ Local Authority as appropriate.",0,eligibility,Eligibility / Coverage,official_rarc,618,109
"Denial reason: Medicare contractor records show this service was already adjudicated. Correct and resubmit if appropriate. Filing date appears within the normal workflow, but the payer response remains unresolved. [claim reference REF000321]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,241,32
Claim review note: Policy number was not valid for the submitted date of service. Validate supporting information before appeal. (DOS 2023-03-14) [case reference REF000187],0,eligibility,Eligibility / Coverage,synthetic_rarc_style,172,24
Claim review note: Administrative issue prevented claim adjudication. Additional follow-up is required. (encounter ENC38457) [case reference REF000271],9,other,Other Administrative,synthetic_rarc_style,151,17
"denial reason: order, report, or supporting record is missing. validate supporting information before appeal. (claim line 10) [audit reference REF000628]",8,documentation,Documentation,synthetic_rarc_style,153,20
Additional documentation is needed before claim review can continue. status: analyst review recommended. [claim reference REF000154],8,documentation,Documentation,synthetic_rarc_style,132,16
Clinical notes are insufficient to validate the claim line. (payer edit EDT-917) status: analyst review recommended. [claim reference REF000046],8,documentation,Documentation,synthetic_rarc_style,144,19
Denial reason: Diagnosis and documentation do not justify the service. Please review before resubmission. (payer edit EDT-932) workqueue: pre-bill review. [audit reference REF000044],6,medical_necessity,Medical Necessity,synthetic_rarc_style,182,23
Payer response: Insurer requested records were not received. Correct and resubmit if appropriate. (encounter ENC73707) [prebill reference REF000312],8,documentation,Documentation,synthetic_rarc_style,148,18
Adjudication message: Clinical criteria were not met for the billed procedure. Correct and resubmit if appropriate. (encounter ENC79081) [claim reference REF000054],6,medical_necessity,Medical Necessity,synthetic_rarc_style,164,21
This claim appears to duplicate a previously submitted claim. (claim line 8) [prebill reference REF000149],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,106,15
"Appeal or reconsideration request was not filed timely. Additional follow-up is required. (DOS 2023-10-12) Coding was reviewed, but payer edits may still require follow-up. [case reference REF000008]",5,timely_filing,Timely Filing,synthetic_rarc_style,199,27
Denial reason: Prior authorization was required but not found. Please review before resubmission. [prebill reference REF000258],2,authorization,Authorization / Referral,synthetic_rarc_style,127,16
Not covered more than once under age 40.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,40,8
Claimant ineligible for this claim line.,0,eligibility,Eligibility / Coverage,official_rarc,40,6
Statutorily excluded service(s).,0,eligibility,Eligibility / Coverage,official_rarc,32,3
Claim review note: Payer requested additional review before final adjudication. Correct and resubmit if appropriate. (payer edit EDT-185) [prebill reference REF000511],9,other,Other Administrative,synthetic_rarc_style,167,21
Remark: Unclassified denial reason requires analyst review; Validate supporting information before appeal; (claim ID CLM000478) [case reference REF000478],9,other,Other Administrative,synthetic_rarc_style,154,18
"Adjudication message: Coverage policy excludes the billed procedure. (encounter ENC51802) status: analyst review recommended. The service may be covered, but another denial condition should be reviewed. [audit reference REF000028]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,230,29
Beneficiary ineligible for this service.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,40,5
"The approved authorization does not match the billed procedure. Route to the responsible RCM workqueue. (payer edit EDT-685) workqueue: pre-bill review. Coding was reviewed, but payer edits may still require follow-up. [prebill reference REF000006]",2,authorization,Authorization / Referral,synthetic_rarc_style,248,34
Claim review note: Other coverage information conflicts with payer records. Additional follow-up is required. (encounter ENC57349) status: analyst review recommended. [review reference REF000259],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,195,23
"Payer response: Other coverage information conflicts with Medicare contractor records. Validate supporting information before appeal. (review batch B424) status: analyst review recommended. Filing date appears within the normal workflow, but the payer response remains unresolved. [claim reference REF000192]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,308,38
Adjudication message: Required attachment was not included with the clm. Additional follow-up is required. (DOS 2023-05-19) [case reference REF000499],8,documentation,Documentation,synthetic_rarc_style,150,19
Claim review note: The service is not a payable benefit for this member. Validate supporting information before appeal. (DOS 2023-07-03) [audit reference REF000122],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,164,23
"Denial reason: Claim requires updated other-insurance information. Correct and resubmit if appropriate. (encounter ENC80184) auth details may be present, but the claim still needs validation. [claim reference REF000295]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,219,28
"Adjudication message: Coverage policy excludes the billed procedure. Please review before resubmission. (claim ID CLM000412) Coverage appears active, but another payer rule may still apply. [claim reference REF000412]",4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,217,28
denial reason: another payer is primary and must process the claim first. correct and resubmit if appropriate. (payer edit EDT-722) [case reference REF000332],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,158,23
diagnosis and documentation do not justify the encounter. validate supporting information before appeal. (payer edit EDT-245) [claim reference REF000172],6,medical_necessity,Medical Necessity,synthetic_rarc_style,153,19
Adjudication message: Treatment is not covered under the patient's benefit plan. Route to the responsible RCM workqueue. (claim ID CLM000300) action: route to denial prevention team. [claim reference REF000300],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,210,29
Adjudication message: Required attachment was not included with the clm. (payer edit EDT-340) action: confirm payer rule. [case reference REF000112],8,documentation,Documentation,synthetic_rarc_style,148,20
Payer response: Claim contains a code combination that requires correction. Route to the responsible RCM workqueue. (DOS 2023-10-27) action: verify before resubmission. [audit reference REF000298],1,coding_error,Coding Error,synthetic_rarc_style,196,25
Adjudication message: Claim requires manual review due to payer processing rules. Please review before resubmission. (claim ID CLM000338) [case reference REF000338],9,other,Other Administrative,synthetic_rarc_style,164,21
Claim review note: Medical records are required to support this claim. Please review before resubmission. (review batch B845) [audit reference REF000713],8,documentation,Documentation,synthetic_rarc_style,153,21
Claim review note: Referral was required before the service could be covered. (encounter ENC46639) action: confirm payer rule. [case reference REF000028],2,authorization,Authorization / Referral,synthetic_rarc_style,153,21
Claim review note: Diagnosis code does not support the proc code submitted; Additional follow-up is required; (encounter ENC14467) [review reference REF000197],1,coding_error,Coding Error,synthetic_rarc_style,159,21
Consult plan benefit documents/guidelines for information about restrictions for this claim line.,9,other,Other Administrative,official_rarc,97,12
Missing procedure modifier(s).,1,coding_error,Coding Error,official_rarc,30,3
Remark: Medicare contractor requested records were not received; Additional follow-up is required; (payer edit EDT-981) [audit reference REF000159],8,documentation,Documentation,synthetic_rarc_style,147,18
Remark: The claim was not submitted within the required timeframe. [review reference REF000140],5,timely_filing,Timely Filing,synthetic_rarc_style,95,13
clm review note: Provider enrollment or billing status requires review. Additional follow-up is required. (claim line 6) [claim reference REF000078],9,other,Other Administrative,synthetic_rarc_style,148,20
Denial reason: Operative note or clinical report is missing. Additional follow-up is required. (DOS 2023-05-14) status: analyst review recommended. [audit reference REF000382],8,documentation,Documentation,synthetic_rarc_style,175,22
Claim review note: Operative note or clinical report is missing. (review batch B248) [claim reference REF000462],8,documentation,Documentation,synthetic_rarc_style,112,16
Denial reason: Claim was received after the timely filing deadline. Correct and resubmit if appropriate. (payer edit EDT-504) [prebill reference REF000028],5,timely_filing,Timely Filing,synthetic_rarc_style,155,21
"Claim review note: Additional documentation is needed before claim review can continue. Please review before resubmission. workqueue: pre-bill review. Eligibility was checked separately, but the line still needs review. [claim reference REF000512]",8,documentation,Documentation,synthetic_rarc_style,247,32
Missing progress notes/report.,8,documentation,Documentation,official_rarc,30,3
Adjudication message: Other coverage information conflicts with payer records. Please review before resubmission. (payer edit EDT-936) [audit reference REF000119],7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,162,19
Remark: The plan does not cover this item in the submitted setting. [prebill reference REF000056],4,not_covered,Coverage / Benefit Exclusion,synthetic_rarc_style,97,15
"Modifier is missing or inconsistent with the billed service. Route to the responsible RCM workqueue. Other insurance information may be current, but payer sequencing should be checked. [audit reference REF000435]",1,coding_error,Coding Error,synthetic_rarc_style,212,30
Claim review note: Medical necessity review determined the encounter was not justified. (DOS 2023-08-10) action: verify before resubmission. [prebill reference REF000261],6,medical_necessity,Medical Necessity,synthetic_rarc_style,170,21
Payer requested additional review before final adjudication. Validate supporting information before appeal. (claim line 7) [review reference REF000235],9,other,Other Administrative,synthetic_rarc_style,151,18
"Payer response: Coverage terminated before the submitted svc was performed. Correct and resubmit if appropriate. (review batch B151) Coding was reviewed, but payer edits may still require follow-up. [case reference REF000080]",0,eligibility,Eligibility / Coverage,synthetic_rarc_style,225,31
Payer response: Administrative issue prevented clm adjudication. (encounter ENC46890) [prebill reference REF000304],9,other,Other Administrative,synthetic_rarc_style,115,12
"Remark: Coding edit indicates the billed service conflicts with Medicare contractor rules. Route to the responsible RCM workqueue. (encounter ENC56165) action: route to denial prevention team. Authorization details may be present, but the claim still needs validation. [case reference REF000165]",1,coding_error,Coding Error,synthetic_rarc_style,295,40
Not covered more than once in a 12 month period.,4,not_covered,Coverage / Benefit Exclusion,official_rarc,48,10
Remark: Claim line requires corrected coding before processing. action: verify before resubmission. [case reference REF000315],1,coding_error,Coding Error,synthetic_rarc_style,126,15
Claim review note: The code billed is not payable with the submitted modifier. (encounter ENC22445) status: analyst review recommended. [prebill reference REF000362],1,coding_error,Coding Error,synthetic_rarc_style,165,22
"adjudication message: payer received the claim after the contractual deadline. validate supporting information before appeal. Documentation may be available, but the record should be confirmed. [case reference REF000041]",5,timely_filing,Timely Filing,synthetic_rarc_style,220,28
"Submitted documentation is incomplete for the billed claim line. Additional follow-up is required. (encounter ENC59478) No duplicate was confirmed during intake, but adjudication notes still require review. [claim reference REF000259]",8,documentation,Documentation,synthetic_rarc_style,234,30
Payer response: Clinical notes are insufficient to validate the service. Validate supporting information before appeal. workqueue: pre-bill review. [review reference REF000830],8,documentation,Documentation,synthetic_rarc_style,176,21
Claim review note: Modifier is missing or inconsistent with the billed encounter. Additional follow-up is required. (review batch B679) [case reference REF000280],1,coding_error,Coding Error,synthetic_rarc_style,162,22
Payer response: Billing information could not be validated by payer. (review batch B539) action: verify before resubmission. [claim reference REF000081],9,other,Other Administrative,synthetic_rarc_style,152,20
"Remark: This claim appears to duplicate a previously submitted claim; Correct and resubmit if appropriate; status: analyst review recommended. Documentation may be available, but the record should be confirmed. [review reference REF000189]",3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,239,32
Remark: Diagnosis and documentation do not justify the claim line. Additional follow-up is required. [claim reference REF000019],6,medical_necessity,Medical Necessity,synthetic_rarc_style,128,17
"Payer response: Late submission prevents payment under plan rules. Route to the responsible RCM workqueue. (payer edit EDT-179) action: confirm payer rule. Medical necessity support may exist, but the claim needs final analyst review. [prebill reference REF000034]",5,timely_filing,Timely Filing,synthetic_rarc_style,264,37
Payer response: Claim lacks documentation required by insurer policy. Route to the responsible RCM workqueue. (DOS 2023-03-28) [claim reference REF000634],8,documentation,Documentation,synthetic_rarc_style,154,20
Missing patient medical record for this encounter.,8,documentation,Documentation,official_rarc,50,7
"Adjudication message: Other coverage information conflicts with Medicare contractor records. (payer edit EDT-180) Coding was reviewed, but payer edits may still require follow-up. [audit reference REF000224]",7,coordination_of_benefits,Coordination of Benefits,synthetic_rarc_style,207,26
Remark: Submission did not meet payer processing requirements. Validate supporting information before appeal. (review batch B861) status: analyst review recommended. [case reference REF000083],9,other,Other Administrative,synthetic_rarc_style,192,23
Denial reason: Billing information could not be validated by insurer. Route to the responsible RCM workqueue. (review batch B796) [review reference REF000208],9,other,Other Administrative,synthetic_rarc_style,158,22
"Clinical notes are insufficient to validate the claim line. Validate supporting information before appeal. (encounter ENC23686) action: confirm payer rule. The service may be covered, but another denial condition should be reviewed. [audit reference REF000209]",8,documentation,Documentation,synthetic_rarc_style,260,35
Remark: A matching claim has already been paid. Route to the responsible RCM workqueue. [prebill reference REF000266],3,duplicate_claim,Duplicate Claim,synthetic_rarc_style,117,17
Remark: Pre-certification was not obtained before treatment. Route to the responsible RCM workqueue. (claim line 9) [review reference REF000143],2,authorization,Authorization / Referral,synthetic_rarc_style,144,19
"Remark: Claim requires manual review due to Medicare contractor processing rules. Validate supporting information before appeal. Coverage appears active, but another payer rule may still apply. [prebill reference REF000492]",9,other,Other Administrative,synthetic_rarc_style,223,29
